,timestamp,protocol,port,attack_type,severity,event_type,hour,day_of_week,day,month,attack_type_encoded,event_type_encoded,protocol_encoded,severity_rolling_avg,lag_1_attack_type,lag_2_attack_type
3629,2025-04-23 09:23:27.053741,UDP,1240,Normal,0.18,Suspicious Traffic,9,2,23,4,3,5,2,2.7799999999999976,0.0,3.0
3630,2025-04-23 02:20:42.053741,UDP,3482,Reconnaissance,8.32,Port Scan,2,2,23,4,5,4,2,4.9899999999999975,3.0,0.0
3631,2025-04-22 01:08:25.053741,TCP,7677,DDoS,6.18,Port Scan,1,1,22,4,1,4,1,4.893333333333332,5.0,3.0
3632,2025-04-23 15:28:54.053741,UDP,1126,Normal,2.96,Port Scan,15,2,23,4,3,4,2,5.819999999999998,1.0,5.0
3633,2025-04-22 00:08:18.053741,ICMP,6923,Normal,2.03,Normal Activity,0,1,22,4,3,3,0,3.7233333333333314,3.0,1.0
3634,2025-04-22 12:15:18.053741,ICMP,2602,Normal,1.14,Login,12,1,22,4,3,2,0,2.0433333333333317,3.0,3.0
3635,2025-04-22 08:13:22.053741,ICMP,855,DDoS,9.4,File Transfer,8,1,22,4,1,1,0,4.189999999999999,3.0,3.0
3636,2025-04-22 12:16:06.053741,TCP,140,Reconnaissance,8.24,Exploit Attempt,12,1,22,4,5,0,1,6.259999999999998,1.0,3.0
3637,2025-04-22 15:18:21.053741,TCP,386,Normal,2.32,Port Scan,15,1,22,4,3,4,1,6.6533333333333315,5.0,1.0
3638,2025-04-21 13:02:20.053741,ICMP,2562,Normal,1.8,Suspicious Traffic,13,0,21,4,3,5,0,4.119999999999998,3.0,5.0
3639,2025-04-21 20:06:54.053741,TCP,2409,Normal,1.19,Port Scan,20,0,21,4,3,4,1,1.769999999999998,3.0,3.0
3640,2025-04-22 14:19:02.053741,UDP,6920,Normal,0.48,Exploit Attempt,14,1,22,4,3,0,2,1.1566666666666647,3.0,3.0
3641,2025-04-22 12:18:06.053741,ICMP,6688,Normal,1.4,Normal Activity,12,1,22,4,3,3,0,1.0233333333333314,3.0,3.0
3642,2025-04-22 03:12:12.053741,UDP,795,Reconnaissance,7.53,Normal Activity,3,1,22,4,5,3,2,3.136666666666665,3.0,3.0
3643,2025-04-22 15:21:03.053741,TCP,7726,Normal,0.43,Port Scan,15,1,22,4,3,4,1,3.119999999999998,5.0,3.0
3644,2025-04-23 05:31:46.053741,UDP,8041,Normal,2.48,Normal Activity,5,2,23,4,3,3,2,3.479999999999998,3.0,5.0
3645,2025-04-21 16:04:42.053741,UDP,3731,Malware,8.93,File Transfer,16,0,21,4,2,1,2,3.946666666666664,3.0,3.0
3646,2025-04-22 14:21:38.053741,ICMP,4200,Normal,0.86,File Transfer,14,1,22,4,3,1,0,4.089999999999997,2.0,3.0
3647,2025-04-23 20:45:34.053741,TCP,3165,Normal,0.78,Normal Activity,20,2,23,4,3,3,1,3.523333333333331,3.0,2.0
3648,2025-04-23 18:44:54.053741,TCP,8002,Normal,0.63,Exploit Attempt,18,2,23,4,3,0,1,0.7566666666666643,3.0,3.0
3649,2025-04-22 22:29:28.053741,UDP,2092,Normal,1.78,Port Scan,22,1,22,4,3,4,2,1.063333333333331,3.0,3.0
3650,2025-04-22 11:20:52.053741,TCP,679,Normal,0.79,Suspicious Traffic,11,1,22,4,3,5,1,1.0666666666666644,3.0,3.0
3651,2025-04-21 20:08:30.053741,TCP,1255,Normal,1.2,Exploit Attempt,20,0,21,4,3,0,1,1.2566666666666644,3.0,3.0
3652,2025-04-22 00:12:06.053741,TCP,4423,DDoS,8.87,Normal Activity,0,1,22,4,1,3,1,3.6199999999999974,3.0,3.0
3653,2025-04-23 14:45:52.053741,ICMP,8045,Normal,2.67,Suspicious Traffic,14,2,23,4,3,5,0,4.246666666666664,1.0,3.0
3654,2025-04-23 01:35:00.053741,UDP,4001,Reconnaissance,7.59,Login,1,2,23,4,5,2,2,6.376666666666664,3.0,1.0
3655,2025-04-22 13:24:37.053741,UDP,1812,Normal,1.7,Suspicious Traffic,13,1,22,4,3,5,2,3.986666666666664,5.0,3.0
3656,2025-04-21 14:03:34.053741,ICMP,1570,Brute Force,8.22,Exploit Attempt,14,0,21,4,0,0,0,5.836666666666663,3.0,5.0
3657,2025-04-22 11:23:33.053741,UDP,7616,Normal,2.13,File Transfer,11,1,22,4,3,1,2,4.016666666666665,0.0,3.0
3658,2025-04-22 09:22:00.053741,ICMP,576,DDoS,8.69,Normal Activity,9,1,22,4,1,3,0,6.346666666666664,3.0,0.0
3659,2025-04-22 19:32:11.053741,UDP,918,Reconnaissance,7.49,Exploit Attempt,19,1,22,4,5,0,2,6.103333333333331,1.0,3.0
3660,2025-04-22 01:14:42.053741,UDP,2660,Normal,1.3,Normal Activity,1,1,22,4,3,3,2,5.826666666666664,5.0,1.0
3661,2025-04-23 06:44:24.053741,TCP,1653,Malware,8.19,Suspicious Traffic,6,2,23,4,2,5,1,5.659999999999997,3.0,5.0
3662,2025-04-21 19:08:56.053741,ICMP,1554,Normal,2.65,Port Scan,19,0,21,4,3,4,0,4.046666666666664,2.0,3.0
3663,2025-04-24 01:04:42.053741,TCP,3805,Normal,2.99,Exploit Attempt,1,3,24,4,3,0,1,4.609999999999997,3.0,2.0
3664,2025-04-23 08:48:38.053741,TCP,2537,Normal,0.3,Port Scan,8,2,23,4,3,4,1,1.979999999999997,3.0,3.0
3665,2025-04-22 09:24:27.053741,TCP,5644,Normal,1.61,File Transfer,9,1,22,4,3,1,1,1.6333333333333304,3.0,3.0
3666,2025-04-23 18:00:00.053741,ICMP,6940,Normal,1.57,Suspicious Traffic,18,2,23,4,3,5,0,1.1599999999999973,3.0,3.0
3667,2025-04-21 16:06:10.053741,UDP,3906,Malware,7.84,Login,16,0,21,4,2,2,2,3.6733333333333307,3.0,3.0
3668,2025-04-23 20:04:02.053741,UDP,1652,DDoS,8.53,Suspicious Traffic,20,2,23,4,1,5,2,5.979999999999997,2.0,3.0
3669,2025-04-23 19:03:48.053741,UDP,3418,Normal,1.99,File Transfer,19,2,23,4,3,1,2,6.1199999999999966,1.0,2.0
3670,2025-04-23 03:47:12.053741,UDP,4673,Normal,0.14,File Transfer,3,2,23,4,3,1,2,3.5533333333333306,3.0,1.0
3671,2025-04-21 22:13:32.053741,UDP,6307,Normal,2.81,Login,22,0,21,4,3,2,2,1.646666666666663,3.0,3.0
3672,2025-04-21 22:13:42.053741,UDP,5846,Normal,2.31,Port Scan,22,0,21,4,3,4,2,1.7533333333333296,3.0,3.0
3673,2025-04-23 00:45:30.053741,TCP,4566,Normal,2.54,File Transfer,0,2,23,4,3,1,1,2.5533333333333297,3.0,3.0
3674,2025-04-21 21:12:48.053741,TCP,3594,Reconnaissance,8.69,Exploit Attempt,21,0,21,4,5,0,1,4.513333333333329,3.0,3.0
3675,2025-04-23 23:14:12.053741,ICMP,2449,Phishing,9.07,Suspicious Traffic,23,2,23,4,4,5,0,6.766666666666663,5.0,3.0
3676,2025-04-21 14:04:14.053741,TCP,1903,Normal,2.19,Login,14,0,21,4,3,2,1,6.649999999999998,4.0,5.0
3677,2025-04-22 07:26:05.053741,UDP,7809,Normal,0.2,Normal Activity,7,1,22,4,3,3,2,3.8199999999999967,3.0,4.0
3678,2025-04-22 05:23:48.053741,UDP,1181,Malware,6.17,File Transfer,5,1,22,4,2,1,2,2.8533333333333295,3.0,3.0
3679,2025-04-23 00:49:06.053741,ICMP,3678,Normal,0.37,Normal Activity,0,2,23,4,3,3,0,2.246666666666663,2.0,3.0
3680,2025-04-23 15:08:22.053741,ICMP,3280,Malware,8.12,Login,15,2,23,4,2,2,0,4.886666666666663,3.0,2.0
3681,2025-04-23 10:02:27.053741,TCP,4453,Normal,0.95,Login,10,2,23,4,3,2,1,3.1466666666666625,2.0,3.0
3682,2025-04-23 12:05:56.053741,UDP,3413,Malware,8.28,Login,12,2,23,4,2,2,2,5.783333333333329,3.0,2.0
3683,2025-04-24 00:23:19.053741,TCP,1122,Normal,0.88,Login,0,3,24,4,3,2,1,3.369999999999996,2.0,3.0
3684,2025-04-23 10:04:42.053741,UDP,3474,Normal,2.28,Login,10,2,23,4,3,2,2,3.8133333333333295,3.0,2.0
3685,2025-04-21 13:03:07.053741,TCP,2885,Normal,0.73,Port Scan,13,0,21,4,3,4,1,1.296666666666663,3.0,3.0
3686,2025-04-23 04:59:02.053741,UDP,824,Normal,0.91,Normal Activity,4,2,23,4,3,3,2,1.306666666666663,3.0,3.0
3687,2025-04-22 04:24:54.053741,UDP,5058,Normal,1.88,File Transfer,4,1,22,4,3,1,2,1.1733333333333298,3.0,3.0
3688,2025-04-21 21:14:54.053741,TCP,1019,Normal,2.72,Port Scan,21,0,21,4,3,4,1,1.8366666666666631,3.0,3.0
3689,2025-04-23 09:06:58.053741,TCP,4310,Normal,1.93,Login,9,2,23,4,3,2,1,2.176666666666663,3.0,3.0
3690,2025-04-22 00:19:42.053741,UDP,479,Normal,2.12,Exploit Attempt,0,1,22,4,3,0,2,2.2566666666666633,3.0,3.0
3691,2025-04-22 04:25:58.053741,UDP,1122,Normal,1.89,Normal Activity,4,1,22,4,3,3,2,1.9799999999999967,3.0,3.0
3692,2025-04-23 12:13:46.053741,ICMP,4217,Normal,1.0,Login,12,2,23,4,3,2,0,1.6699999999999964,3.0,3.0
3693,2025-04-23 01:59:03.053741,ICMP,3546,Normal,2.95,File Transfer,1,2,23,4,3,1,0,1.946666666666663,3.0,3.0
3694,2025-04-22 18:48:42.053741,ICMP,4681,Normal,1.54,Login,18,1,22,4,3,2,0,1.8299999999999965,3.0,3.0
3695,2025-04-23 16:22:27.053741,UDP,3066,Malware,8.68,Exploit Attempt,16,2,23,4,2,0,2,4.389999999999996,3.0,3.0
3696,2025-04-23 17:24:54.053741,UDP,4680,Normal,2.85,Suspicious Traffic,17,2,23,4,3,5,2,4.356666666666663,2.0,3.0
3697,2025-04-22 03:25:57.053741,TCP,6097,Normal,1.3,Exploit Attempt,3,1,22,4,3,0,1,4.276666666666663,3.0,2.0
3698,2025-04-22 03:26:12.053741,UDP,4255,Normal,1.22,Port Scan,3,1,22,4,3,4,2,1.7899999999999965,3.0,3.0
3699,2025-04-21 17:09:57.053741,UDP,4342,Normal,2.88,File Transfer,17,0,21,4,3,1,2,1.7999999999999965,3.0,3.0
3700,2025-04-23 07:11:42.053741,TCP,314,Normal,1.11,File Transfer,7,2,23,4,3,1,1,1.736666666666663,3.0,3.0
3701,2025-04-23 16:27:33.053741,ICMP,5419,DDoS,9.24,Normal Activity,16,2,23,4,1,3,0,4.409999999999997,3.0,3.0
3702,2025-04-23 18:31:48.053741,UDP,1324,Normal,0.12,Suspicious Traffic,18,2,23,4,3,5,2,3.4899999999999967,1.0,3.0
3703,2025-04-23 17:30:58.053741,ICMP,5969,Normal,2.11,Normal Activity,17,2,23,4,3,3,0,3.82333333333333,3.0,1.0
3704,2025-04-23 03:07:34.053741,UDP,5470,DDoS,8.23,Exploit Attempt,3,2,23,4,1,0,2,3.4866666666666633,3.0,3.0
3705,2025-04-22 11:41:57.053741,ICMP,870,Reconnaissance,8.41,Exploit Attempt,11,1,22,4,5,0,0,6.249999999999997,1.0,3.0
3706,2025-04-22 01:24:40.053741,UDP,4873,Normal,0.08,Port Scan,1,1,22,4,3,4,2,5.573333333333331,5.0,1.0
3707,2025-04-21 18:12:24.053741,TCP,3557,Normal,2.97,Login,18,0,21,4,3,2,1,3.8199999999999967,3.0,5.0
3708,2025-04-23 23:46:06.053741,ICMP,3183,DDoS,9.32,Normal Activity,23,2,23,4,1,3,0,4.12333333333333,3.0,3.0
3709,2025-04-22 14:48:56.053741,UDP,4805,Normal,2.03,Port Scan,14,1,22,4,3,4,2,4.77333333333333,1.0,3.0
3710,2025-04-22 03:29:12.053741,TCP,3764,Normal,2.76,Port Scan,3,1,22,4,3,4,1,4.70333333333333,3.0,1.0
3711,2025-04-23 07:19:24.053741,ICMP,3458,Normal,2.71,Normal Activity,7,2,23,4,3,3,0,2.4999999999999964,3.0,3.0
3712,2025-04-23 00:07:02.053741,ICMP,4698,Brute Force,8.61,Exploit Attempt,0,2,23,4,0,0,0,4.69333333333333,3.0,3.0
3713,2025-04-23 12:30:13.053741,ICMP,7681,Normal,0.53,Port Scan,12,2,23,4,3,4,0,3.949999999999996,0.0,3.0
3714,2025-04-23 23:51:54.053741,ICMP,4485,Malware,9.68,File Transfer,23,2,23,4,2,1,0,6.273333333333329,3.0,0.0
3715,2025-04-22 00:24:42.053741,UDP,7419,Normal,2.43,Normal Activity,0,1,22,4,3,3,2,4.213333333333329,2.0,3.0
3716,2025-04-22 11:46:10.053741,UDP,7811,Normal,2.81,Suspicious Traffic,11,1,22,4,3,5,2,4.97333333333333,3.0,2.0
3717,2025-04-22 15:54:21.053741,ICMP,3996,Normal,2.99,Login,15,1,22,4,3,2,0,2.74333333333333,3.0,3.0
3718,2025-04-21 19:15:28.053741,TCP,3337,DDoS,9.52,Exploit Attempt,19,0,21,4,1,0,1,5.106666666666663,3.0,3.0
3719,2025-04-23 04:19:03.053741,ICMP,3581,Normal,0.25,Normal Activity,4,2,23,4,3,3,0,4.253333333333329,1.0,3.0
3720,2025-04-24 02:01:42.053741,UDP,2805,Normal,0.26,Suspicious Traffic,2,3,24,4,3,5,2,3.3433333333333297,3.0,1.0
3721,2025-04-21 20:17:50.053741,TCP,5646,Brute Force,9.88,Exploit Attempt,20,0,21,4,0,0,1,3.46333333333333,3.0,3.0
3722,2025-04-23 12:37:16.053741,UDP,1405,Normal,0.39,Normal Activity,12,2,23,4,3,3,2,3.5099999999999967,0.0,3.0
3723,2025-04-22 23:11:24.053741,ICMP,3721,DDoS,8.36,Login,23,1,22,4,1,2,0,6.209999999999996,3.0,0.0
3724,2025-04-22 21:07:50.053741,TCP,8042,Normal,0.84,File Transfer,21,1,22,4,3,1,1,3.196666666666663,1.0,3.0
3725,2025-04-23 06:27:07.053741,UDP,4202,Normal,0.91,Exploit Attempt,6,2,23,4,3,0,2,3.369999999999996,3.0,1.0
3726,2025-04-22 17:00:30.053741,TCP,7795,Reconnaissance,6.47,Login,17,1,22,4,5,2,1,2.739999999999996,3.0,3.0
3727,2025-04-23 15:47:32.053741,UDP,118,Normal,1.18,Exploit Attempt,15,2,23,4,3,0,2,2.85333333333333,5.0,3.0
3728,2025-04-22 17:01:26.053741,ICMP,5192,Normal,1.88,Normal Activity,17,1,22,4,3,3,0,3.1766666666666628,3.0,5.0
3729,2025-04-23 16:51:21.053741,ICMP,2836,Malware,6.16,File Transfer,16,2,23,4,2,1,0,3.0733333333333293,3.0,3.0
3730,2025-04-22 00:27:42.053741,TCP,8059,Normal,0.12,File Transfer,0,1,22,4,3,1,1,2.7199999999999966,2.0,3.0
3731,2025-04-21 16:10:26.053741,TCP,842,Normal,1.42,Port Scan,16,0,21,4,3,4,1,2.5666666666666633,3.0,2.0
3732,2025-04-21 22:23:42.053741,ICMP,6936,Normal,2.99,Normal Activity,22,0,21,4,3,3,0,1.5099999999999965,3.0,3.0
3733,2025-04-23 12:45:53.053741,TCP,7514,Malware,6.78,File Transfer,12,2,23,4,2,1,1,3.729999999999997,3.0,3.0
3734,2025-04-23 02:24:20.053741,UDP,615,Normal,2.18,Suspicious Traffic,2,2,23,4,3,5,2,3.9833333333333303,2.0,3.0
3735,2025-04-21 16:10:42.053741,UDP,7882,Normal,0.27,Exploit Attempt,16,0,21,4,3,0,2,3.076666666666663,3.0,2.0
3736,2025-04-23 02:25:34.053741,UDP,1876,Normal,1.34,Port Scan,2,2,23,4,3,4,2,1.2633333333333299,3.0,3.0
3737,2025-04-21 22:24:32.053741,TCP,5340,Normal,2.39,Suspicious Traffic,22,0,21,4,3,5,1,1.33333333333333,3.0,3.0
3738,2025-04-21 20:20:06.053741,UDP,2729,Normal,2.57,Port Scan,20,0,21,4,3,4,2,2.0999999999999965,3.0,3.0
3739,2025-04-22 22:18:09.053741,UDP,2139,Normal,2.28,Login,22,1,22,4,3,2,2,2.41333333333333,3.0,3.0
3740,2025-04-22 06:43:42.053741,TCP,1001,Normal,0.35,Port Scan,6,1,22,4,3,4,1,1.7333333333333296,3.0,3.0
3741,2025-04-22 12:58:06.053741,TCP,1290,Phishing,8.11,Exploit Attempt,12,1,22,4,4,0,1,3.579999999999996,3.0,3.0
3742,2025-04-21 14:06:26.053741,ICMP,4318,Normal,1.33,Exploit Attempt,14,0,21,4,3,0,0,3.2633333333333296,4.0,3.0
3743,2025-04-23 18:05:38.053741,TCP,4847,Brute Force,6.21,Exploit Attempt,18,2,23,4,0,0,1,5.216666666666662,3.0,4.0
3744,2025-04-22 11:56:54.053741,UDP,4653,Normal,1.88,Exploit Attempt,11,1,22,4,3,0,2,3.1399999999999966,0.0,3.0
3745,2025-04-24 02:26:42.053741,UDP,1369,Normal,0.03,Port Scan,2,3,24,4,3,4,2,2.706666666666663,3.0,0.0
3746,2025-04-23 15:00:56.053741,TCP,5870,Normal,0.46,Port Scan,15,2,23,4,3,4,1,0.7899999999999965,3.0,3.0
3747,2025-04-23 20:14:00.053741,ICMP,6004,Normal,0.88,File Transfer,20,2,23,4,3,1,0,0.45666666666666317,3.0,3.0
3748,2025-04-23 02:32:58.053741,TCP,1193,Normal,0.17,Exploit Attempt,2,2,23,4,3,0,1,0.5033333333333297,3.0,3.0
3749,2025-04-24 02:30:42.053741,ICMP,8012,Normal,1.29,Exploit Attempt,2,3,24,4,3,0,0,0.7799999999999964,3.0,3.0
3750,2025-04-22 04:41:42.053741,ICMP,7270,Normal,1.86,Exploit Attempt,4,1,22,4,3,0,0,1.1066666666666631,3.0,3.0
3751,2025-04-23 07:47:24.053741,UDP,1989,Reconnaissance,7.1,File Transfer,7,2,23,4,5,1,2,3.416666666666663,3.0,3.0
3752,2025-04-23 10:55:42.053741,UDP,3110,Normal,1.76,Normal Activity,10,2,23,4,3,3,2,3.5733333333333293,5.0,3.0
3753,2025-04-23 07:48:48.053741,ICMP,616,Normal,2.49,File Transfer,7,2,23,4,3,1,0,3.7833333333333297,3.0,5.0
3754,2025-04-22 15:08:26.053741,ICMP,3227,Normal,0.08,Exploit Attempt,15,1,22,4,3,0,0,1.4433333333333298,3.0,3.0
3755,2025-04-23 08:52:47.053741,UDP,5679,Normal,2.04,Exploit Attempt,8,2,23,4,3,0,2,1.5366666666666633,3.0,3.0
3756,2025-04-23 13:03:54.053741,TCP,984,Normal,2.26,Login,13,2,23,4,3,2,1,1.4599999999999964,3.0,3.0
3757,2025-04-22 04:43:34.053741,UDP,272,Normal,1.64,Login,4,1,22,4,3,2,2,1.9799999999999962,3.0,3.0
3758,2025-04-22 21:25:58.053741,UDP,1905,Normal,0.79,Normal Activity,21,1,22,4,3,3,2,1.5633333333333297,3.0,3.0
3759,2025-04-22 02:38:48.053741,TCP,5676,Normal,1.9,File Transfer,2,1,22,4,3,1,1,1.4433333333333298,3.0,3.0
3760,2025-04-21 18:17:42.053741,UDP,1854,Normal,0.01,Exploit Attempt,18,0,21,4,3,0,2,0.8999999999999965,3.0,3.0
3761,2025-04-21 17:15:07.053741,ICMP,2127,Normal,1.15,Login,17,0,21,4,3,2,0,1.0199999999999962,3.0,3.0
3762,2025-04-23 07:55:06.053741,ICMP,1515,Normal,2.47,File Transfer,7,2,23,4,3,1,0,1.2099999999999966,3.0,3.0
3763,2025-04-22 22:31:21.053741,UDP,6725,DDoS,6.3,Port Scan,22,1,22,4,1,4,2,3.306666666666663,3.0,3.0
3764,2025-04-23 16:18:22.053741,ICMP,5005,Normal,2.94,Suspicious Traffic,16,2,23,4,3,5,0,3.90333333333333,1.0,3.0
3765,2025-04-21 17:15:27.053741,ICMP,4769,Malware,7.97,Port Scan,17,0,21,4,2,4,0,5.736666666666664,3.0,1.0
3766,2025-04-22 09:59:48.053741,ICMP,6058,Normal,1.39,Exploit Attempt,9,1,22,4,3,0,0,4.099999999999997,2.0,3.0
3767,2025-04-21 16:12:50.053741,TCP,5503,Normal,0.5,Exploit Attempt,16,0,21,4,3,0,1,3.2866666666666635,3.0,2.0
3768,2025-04-23 22:38:30.053741,UDP,4954,Normal,0.62,Suspicious Traffic,22,2,23,4,3,5,2,0.836666666666663,3.0,3.0
3769,2025-04-23 12:11:16.053741,TCP,6885,Normal,2.55,File Transfer,12,2,23,4,3,1,1,1.2233333333333298,3.0,3.0
3770,2025-04-21 14:07:22.053741,UDP,4677,Normal,0.6,Port Scan,14,0,21,4,3,4,2,1.256666666666663,3.0,3.0
3771,2025-04-22 06:53:00.053741,UDP,6092,Normal,0.54,File Transfer,6,1,22,4,3,1,2,1.2299999999999964,3.0,3.0
3772,2025-04-22 12:07:38.053741,TCP,4782,Normal,0.36,Port Scan,12,1,22,4,3,4,1,0.49999999999999645,3.0,3.0
3773,2025-04-23 01:45:30.053741,ICMP,5308,Normal,2.5,Suspicious Traffic,1,2,23,4,3,5,0,1.1333333333333298,3.0,3.0
3774,2025-04-22 08:59:42.053741,UDP,4826,Normal,0.26,File Transfer,8,1,22,4,3,1,2,1.0399999999999965,3.0,3.0
3775,2025-04-21 17:16:17.053741,UDP,3411,Normal,2.4,Exploit Attempt,17,0,21,4,3,0,2,1.7199999999999964,3.0,3.0
3776,2025-04-22 11:06:14.053741,UDP,638,Normal,1.71,Login,11,1,22,4,3,2,2,1.4566666666666628,3.0,3.0
3777,2025-04-23 22:46:54.053741,ICMP,903,Normal,2.52,Exploit Attempt,22,2,23,4,3,0,0,2.2099999999999964,3.0,3.0
3778,2025-04-24 00:53:46.053741,TCP,1815,DDoS,7.16,Suspicious Traffic,0,3,24,4,1,5,1,3.7966666666666633,3.0,3.0
3779,2025-04-21 20:25:34.053741,ICMP,6708,Normal,2.97,Login,20,0,21,4,3,2,0,4.216666666666662,1.0,3.0
3780,2025-04-22 06:55:42.053741,TCP,3234,Normal,0.88,Exploit Attempt,6,1,22,4,3,0,1,3.6699999999999964,3.0,1.0
3781,2025-04-22 07:59:01.053741,TCP,4203,Malware,9.29,Port Scan,7,1,22,4,2,4,1,4.379999999999996,3.0,3.0
3782,2025-04-23 06:03:02.053741,UDP,1614,Normal,0.09,File Transfer,6,2,23,4,3,1,2,3.419999999999996,2.0,3.0
3783,2025-04-23 21:49:27.053741,TCP,3324,Normal,0.15,Exploit Attempt,21,2,23,4,3,0,1,3.1766666666666628,3.0,2.0
3784,2025-04-22 09:03:02.053741,ICMP,5666,Normal,0.34,File Transfer,9,1,22,4,3,1,0,0.1933333333333298,3.0,3.0
3785,2025-04-21 13:04:47.053741,ICMP,6359,DDoS,7.41,Port Scan,13,0,21,4,1,4,0,2.6333333333333298,3.0,3.0
3786,2025-04-23 18:42:54.053741,ICMP,2922,Normal,0.81,File Transfer,18,2,23,4,3,1,0,2.85333333333333,1.0,3.0
3787,2025-04-24 01:02:28.053741,TCP,5463,Normal,0.18,Port Scan,1,3,24,4,3,4,1,2.7999999999999967,3.0,1.0
3788,2025-04-23 17:41:30.053741,UDP,7898,Reconnaissance,7.02,Exploit Attempt,17,2,23,4,5,0,2,2.6699999999999964,3.0,3.0
3789,2025-04-23 19:48:39.053741,TCP,7858,Normal,1.63,Login,19,2,23,4,3,2,1,2.9433333333333294,5.0,3.0
3790,2025-04-21 17:17:32.053741,UDP,2219,Reconnaissance,8.73,Port Scan,17,0,21,4,5,4,2,5.7933333333333294,3.0,5.0
3791,2025-04-21 22:33:32.053741,TCP,696,Normal,0.53,Port Scan,22,0,21,4,3,4,1,3.629999999999996,5.0,3.0
3792,2025-04-23 01:56:54.053741,UDP,5542,Normal,1.25,Normal Activity,1,2,23,4,3,3,2,3.503333333333329,3.0,5.0
3793,2025-04-23 23:01:50.053741,ICMP,5583,Normal,1.02,File Transfer,23,2,23,4,3,1,0,0.9333333333333291,3.0,3.0
3794,2025-04-22 09:06:22.053741,ICMP,738,DDoS,9.85,Port Scan,9,1,22,4,1,4,0,4.039999999999996,3.0,3.0
3795,2025-04-23 09:21:27.053741,TCP,3357,Normal,0.1,File Transfer,9,2,23,4,3,1,1,3.6566666666666623,1.0,3.0
3796,2025-04-21 14:08:14.053741,TCP,1680,Phishing,6.7,Exploit Attempt,14,0,21,4,4,0,1,5.549999999999996,3.0,1.0
3797,2025-04-23 01:59:54.053741,TCP,8022,Normal,0.38,File Transfer,1,2,23,4,3,1,1,2.393333333333329,4.0,3.0
3798,2025-04-22 17:34:06.053741,TCP,6890,Normal,1.95,File Transfer,17,1,22,4,3,1,1,3.009999999999996,3.0,4.0
3799,2025-04-22 07:01:24.053741,ICMP,2944,Phishing,9.92,File Transfer,7,1,22,4,4,1,0,4.0833333333333295,3.0,3.0
3800,2025-04-22 17:35:02.053741,UDP,5337,Normal,1.28,Port Scan,17,1,22,4,3,4,2,4.383333333333329,4.0,3.0
3801,2025-04-22 15:28:48.053741,UDP,4535,Normal,0.14,Port Scan,15,1,22,4,3,4,2,3.7799999999999963,3.0,4.0
3802,2025-04-23 17:53:24.053741,UDP,7212,Phishing,9.79,Suspicious Traffic,17,2,23,4,4,5,2,3.736666666666663,3.0,3.0
3803,2025-04-23 03:06:53.053741,TCP,1005,Normal,0.08,Exploit Attempt,3,2,23,4,3,0,1,3.336666666666663,4.0,3.0
3804,2025-04-24 03:25:42.053741,UDP,4699,Normal,0.35,Login,3,3,24,4,3,2,2,3.4066666666666627,3.0,4.0
3805,2025-04-23 18:59:22.053741,ICMP,4540,Normal,2.82,Port Scan,18,2,23,4,3,4,0,1.0833333333333297,3.0,3.0
3806,2025-04-23 07:22:28.053741,TCP,363,DDoS,7.43,Normal Activity,7,2,23,4,1,3,1,3.5333333333333297,3.0,3.0
3807,2025-04-22 13:24:30.053741,UDP,7060,Reconnaissance,9.35,File Transfer,13,1,22,4,5,1,2,6.533333333333329,1.0,3.0
3808,2025-04-21 20:29:26.053741,UDP,6798,Normal,2.43,Port Scan,20,0,21,4,3,4,2,6.40333333333333,5.0,1.0
3809,2025-04-22 17:39:14.053741,TCP,7543,DDoS,8.19,Suspicious Traffic,17,1,22,4,1,5,1,6.656666666666663,3.0,5.0
3810,2025-04-21 22:36:42.053741,ICMP,2931,Normal,2.42,Login,22,0,21,4,3,2,0,4.346666666666663,1.0,3.0
3811,2025-04-24 00:22:09.053741,ICMP,2774,Reconnaissance,7.45,File Transfer,0,3,24,4,5,1,0,6.019999999999996,3.0,1.0
3812,2025-04-22 13:26:30.053741,ICMP,1165,Normal,2.1,Normal Activity,13,1,22,4,3,3,0,3.9899999999999967,5.0,3.0
3813,2025-04-22 21:55:18.053741,TCP,4029,Normal,1.28,Exploit Attempt,21,1,22,4,3,0,1,3.6099999999999963,3.0,5.0
3814,2025-04-23 15:56:28.053741,UDP,7500,Normal,1.6,Normal Activity,15,2,23,4,3,3,2,1.6599999999999966,3.0,3.0
3815,2025-04-21 16:16:02.053741,UDP,1642,Brute Force,8.19,Normal Activity,16,0,21,4,0,3,2,3.6899999999999964,3.0,3.0
3816,2025-04-23 20:12:30.053741,UDP,1603,Normal,1.15,File Transfer,20,2,23,4,3,1,2,3.6466666666666634,0.0,3.0
3817,2025-04-22 07:06:48.053741,TCP,4038,Normal,2.0,File Transfer,7,1,22,4,3,1,1,3.7799999999999963,3.0,0.0
3818,2025-04-22 02:52:34.053741,TCP,6163,Normal,1.79,Normal Activity,2,1,22,4,3,3,1,1.646666666666663,3.0,3.0
3819,2025-04-23 06:27:42.053741,UDP,5407,Normal,0.71,File Transfer,6,2,23,4,3,1,2,1.4999999999999964,3.0,3.0
3820,2025-04-23 08:35:42.053741,ICMP,6343,Normal,2.68,Normal Activity,8,2,23,4,3,3,0,1.726666666666663,3.0,3.0
3821,2025-04-21 19:27:29.053741,TCP,5226,Normal,0.94,File Transfer,19,0,21,4,3,1,1,1.4433333333333298,3.0,3.0
